sm,ft,ma,gt
NS(=O)(=O)CCl,[ 2.9127402 -3.8769214 -1.7539992 ...  0.         0.         0.       ],[False False False False  True],[ 0.2599615   0.61254236 -0.95382574 -0.88489655 -0.53880266]
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,"[ 2.1209872   0.32373804 -4.12503    ...  0.          0.
  0.        ]",[False False False False  True],[ 0.57383272  0.88770634 -0.77625074 -0.94366622  0.6345898 ]
CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC3CNC(C(=O)Nc4cccc(C(=O)[O-])c4)C3)C(C)C12,[-9.42983  12.351145  4.937632 ...  0.        0.        0.      ],[False False  True False False],[-0.03034988  0.40083297 -0.96661608 -0.82953758 -0.25364226]
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,[3.9747815  3.4171705  0.17325282 ... 0.         0.         0.        ],[ True False False  True False],[ 0.35315055  0.58067666 -0.93134176  0.66576144  0.42300354]
CC(C)(C)CS(=O)(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,[-27.873888  15.043772  -5.967266 ...   0.         0.         0.      ],[False  True False False False],[ 0.07799901  0.17872969  0.13843261 -0.94404813  0.05823013]
CC(=O)Nc1cc2c(ccn2-c2cc(NC3CC3)n3ncc(C#N)c3n2)cc1C,[10.944429  -2.6491017  6.2871695 ...  0.         0.         0.       ],[False  True False False False],[ 0.38633146  0.87946824 -0.98257172 -0.85475481  0.25236514]
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,"[-6.233496   -0.40549755 -0.36158782 ...  0.          0.
  0.        ]",[False False False  True False],[-0.28614261 -0.1990877  -0.96068575 -0.85502402  0.14978512]
COP(=S)(OC)Oc1ccc(C#N)cc1,[-17.953041   3.141467  -5.723896 ...   0.         0.         0.      ],[False False False False  True],[-0.93570476  0.74367513 -0.51989681 -0.81038615  0.22527716]
CCOP(=S)(Oc1cnn(C)c(=O)c1SCC)OC(C)C,"[-0.11028838 -0.909901    8.848665   ...  0.          0.
  0.        ]",[False False False False  True],[ 0.39610916  0.98998588 -0.9541506   0.41508252  0.47317073]
C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,[18.584503  -6.0330715  5.915106  ...  0.         0.         0.       ],[False False False  True False],[ 0.33397983  0.75055512 -0.30958831 -0.69626071 -0.62852256]
Cc1ccc2ccc(=O)oc2c1,"[-7.8356586  -0.06139886  0.03762513 ...  0.          0.
  0.        ]",[False False False False  True],[-0.1872733  -0.70141629  0.1198786  -0.99560421 -0.40842572]
CN1C(=O)C([O-])CC1c1cccnc1,[ 20.933048 -16.038912  14.290665 ...   0.         0.         0.      ],[False False  True False False],[ 0.28842013 -0.93847706 -0.74506829 -1.00472044 -0.65797412]
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,"[ -8.471767   -2.3134885 -10.7543    ...   0.          0.
   0.       ]",[False False  True  True  True],[ 0.39112843  0.97455471 -0.72685888  0.83288072  0.31574279]
COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,[-17.788887  10.452415  -5.510886 ...   0.         0.         0.      ],[False False False False  True],[-0.23288616  0.97867897 -0.61605635 -0.85221322 -0.18891353]
CC1(C)C(=O)N(Cl)C(=O)N1Br,"[-13.591765    -0.16102171   3.2464542  ...   0.           0.
   0.        ]",[False False False False  True],[-0.15150315  0.98658707 -0.00151745 -0.73976803 -0.13569845]
C[C@]12C[C@@H](O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@H]1CC[C@@]2(O)C(=O)CO,[-24.18621   22.252548  14.252871 ...   0.         0.         0.      ],[ True False False False False],[ 0.41353448  0.50348009 -0.3390536  -0.71082737 -0.19590374]
CC(O)C#N,"[  1.3647438   2.4028707 -11.136034  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.08078463  1.00632897 -0.70273468 -0.26649642  0.16230599]
COc1cc2nc(N3CCN(C(=O)C(C)OC)CC3)nc(N)c2cc1OC,[10.99906   -1.4672883  3.5254626 ...  0.         0.         0.       ],[False False  True False False],[ 0.07668896 -0.65199409 -0.86949924 -0.80117239 -0.10225472]
C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,[20.330198 -7.360774  3.496865 ...  0.        0.        0.      ],[False  True False False False],[ 0.07302425  0.98581979 -0.85724075 -0.66754947  0.22711691]
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,[ 1.3016818 -1.4006095  9.39242   ...  0.         0.         0.       ],[False False False False  True],[ 0.2862072   0.9120966  -0.79340586 -0.81954142 -0.16274945]
CC(C)OP(=S)(OC(C)C)SCn1nc(-c2ccccc2)ccc1=O,"[-0.66109896  0.5661752  -6.1299725  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.28708423  0.54830665 -0.72679559 -0.92158956 -0.59600887]
O=c1[nH]c2c(Cl)c(Cl)cc(Cl)c2o1,"[-9.671729    0.16485739  2.5338216  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.55818683  0.82291729 -0.74556646 -0.80617037  0.05853659]
COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,"[-15.6633215   9.902434   -7.2176676 ...   0.          0.
   0.       ]",[False False False False  True],[-0.11882587  0.55723539 -0.96702732 -0.84352881 -0.02971175]
CNC(=O)ON=C1CCCC1(C)C#N,[-8.172098   8.936737   2.0544353 ...  0.         0.         0.       ],[False False False False  True],[-0.17520406  0.98399534 -0.83628511 -0.9971377   0.66031042]
O=C(Cl)CCCCCCCCC(=O)Cl,[ 4.4348307 -2.8754766  5.181007  ...  0.         0.         0.       ],[False False False False  True],[ 0.46673209  0.61311895 -0.86403843 -0.89422458  0.10243902]
CC(=O)C=CC1C(C)=CCCC1(C)C,[18.56084   -9.627305   1.0958731 ...  0.         0.         0.       ],[False False False False  True],[-0.45136841  0.75263636 -0.82518282 -0.8256276  -0.4097561 ]
CCOC(=O)c1cnc2c(N)cccc2c1O,"[  2.411216  -16.550518    6.5347276 ...   0.          0.
   0.       ]",[False  True False False False],[-0.62102748 -0.18345643 -0.9667319  -0.85978966 -0.07394316]
CC=Cc1ccc(OC(C)=O)c(OC)c1,"[-7.1723576  -0.10487086  0.95400286 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.0874462   0.9473864   0.46991744 -0.63500626 -0.34101996]
CCCCCCCCCCO,[-9.340307  -1.1800585 -1.6982827 ...  0.         0.         0.       ],[False False False False  True],[ 0.39514482  0.93755112 -0.95239725 -0.58686228 -0.45277162]
C=C(C)CNCC,"[-10.032019   10.130333    3.8260853 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.07691688  0.62707269 -0.92934457 -0.69829161  0.33303769]
CN(c1nc2ccccc2s1)C1CCN(CCCCOc2ccc(F)cc2)CC1,[15.577176  -9.311827   7.4234114 ...  0.         0.         0.       ],[False False False False  True],[ 0.62227881  0.71188115 -0.9669267  -0.86051435  0.39157428]
CN(C)CCC1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OCC(C)(C)C)CC3)c3ccccc3n2)CC1,[15.39566   -2.9305387  3.329125  ...  0.         0.         0.       ],[False  True False False False],[ 0.12542237  0.92082718 -0.48316144 -0.6547832  -0.1575969 ]
COc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1,[ 2.311696  -4.891024   4.4871254 ...  0.         0.         0.       ],[False  True False False False],[ 0.6807253   0.50901034  0.3323217  -0.48355193 -0.1521334 ]
CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,[ 3.8396559  3.74715   -5.907393  ...  0.         0.         0.       ],[False False False False  True],[ 0.65550629  0.60741798 -0.82118273 -0.58510372  0.24745011]
NC(=O)c1ccc(Oc2cccc3cccnc23)c([N+](=O)[O-])c1,"[-10.469635    1.8671279  -4.166667  ...   0.          0.
   0.       ]",[False  True False False False],[ 0.43014422  0.77666174 -0.95646161 -0.53588685 -0.14583525]
C#CC1(OS(=O)(=O)[O-])CCC2C3CCc4cc(O)ccc4C3CCC21C,[ 1.8720198  3.7945917 -2.635391  ...  0.         0.         0.       ],[False False  True False False],[ 0.33711378  0.73988382 -0.81790592 -0.51021872  0.05074888]
COC(=O)Nc1nc2ccccc2[nH]1,"[-18.863108    13.223587     0.16257465 ...   0.           0.
   0.        ]",[ True False False False  True],[ 0.69851266  0.97655955 -0.93997871 -0.71705357 -0.47494457]
CCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC(OC(C)=O)C(C)(C)C)CC3)CC2=O)cc1,[ 1.2158885  0.5639713 10.946612  ...  0.         0.         0.       ],[ True False False False False],[ 0.73991525  0.11363474 -0.76085115 -0.89301935  0.05647073]
CCCCCC(C=O)=Cc1ccccc1,[ 9.814974  -2.903506   5.9084044 ...  0.         0.         0.       ],[False False False False  True],[ 0.52522207  0.85500818 -0.92105245 -0.95219842 -0.36008869]
O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,[ 19.503736 -10.909314  16.891804 ...   0.         0.         0.      ],[False False False False  True],[ 0.3758107   0.76953026  0.49089468 -0.16969101 -0.36407982]
CCSCCOc1ccc([N+](=O)[O-])cc1,[-3.5250268  2.617517   1.2814629 ...  0.         0.         0.       ],[False False False False  True],[-0.31020403  0.48120821 -0.70550373 -0.54719839 -0.04700665]
c1ccc2c(c1)CC(N1CCN(c3cccc4c3OCCO4)CC1)C2,"[-18.34016     2.2439928  -2.7300212 ...   0.          0.
   0.       ]",[False  True False False False],[ 0.44595137  0.84815362 -0.77002042  0.08084395 -0.4875198 ]
COc1c(N2CC[NH2+]C(C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,[41.22441   -6.9665546 19.738337  ...  0.         0.         0.       ],[False False  True False False],[-0.1167329   0.97204205 -0.48710167 -0.08627533  0.40947146]
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5nc6ccccc6nc5c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,[-1.6414533 10.242447   5.2104597 ...  0.         0.         0.       ],[False False False False  True],[ 0.09246943  0.9874505   0.60111195 -0.17065783  0.02084257]
Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1,[12.54693   0.583693  8.720423 ...  0.        0.        0.      ],[False False False False  True],[ 0.3244925   0.85806465 -0.97736555 -0.28414163  0.16097561]
c1coc(COCc2ccco2)c1,[20.517197 -9.301998  2.604947 ...  0.        0.        0.      ],[False False False False  True],[-0.33790317  0.9180292  -0.96500047 -0.2229091   0.16984479]
CC(=O)CC(=O)Nc1ccccc1Cl,[ 1.0874336 -3.5838284 11.61904   ...  0.         0.         0.       ],[False False False False  True],[ 0.04365395  0.8571982  -0.9730921  -0.59921888 -0.56984479]
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],[ -6.703498   4.660901 -11.53869  ...   0.         0.         0.      ],[False False False False  True],[ 0.41087415  0.83972185 -0.88567042 -0.84976829 -0.13569845]
Nc1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,[-17.83564   18.533466  -9.033043 ...   0.         0.         0.      ],[False False False False  True],[ 0.60457845  0.59915554 -0.70864091 -0.95327347  0.69889135]
Cc1cccc(C(=O)O)c1O,"[-4.587102    0.19176209 -0.3752433  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.11489954  0.98294056 -0.95303216 -0.82005406 -0.00532151]
O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,"[-12.280935    1.3946872  -1.4885758 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.20211045  0.9005672  -0.9213121  -0.68616466  0.41064302]
CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,[23.266895 19.915936 23.709055 ...  0.        0.        0.      ],[False  True False False False],[ 0.59520623  0.85819793 -0.95814942 -0.44896751  0.04523304]
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](CCC(=O)[O-])NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]1CCCN1C(=O)[C@H]([NH3+])Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)[O-],"[  8.7609005 -17.701319    8.9940605 ...   0.          0.
   0.       ]",[False False  True False False],[ 0.52704101  0.97162906 -0.92109256 -0.81440353 -0.25802075]
ClC=C(Cl)c1ccccc1,"[-28.001211   20.591537   -3.3010392 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.73076522 -0.65199409 -0.96783985 -0.65665393 -0.40354767]
CC(O)COC(=O)C=CC(=O)O,[ 3.0699944 -7.009959   4.692386  ...  0.         0.         0.       ],[False False False False  True],[ 0.44853994  0.79549723 -0.97108461 -0.88100752 -0.38891353]
CCC1(c2ccccc2)NC(=O)N(C)C1=O,"[-7.8796015   2.060935   -0.51470786 ...  0.          0.
  0.        ]",[False False False False  True],[-0.12041958  0.68800343 -0.512337   -0.81190808 -0.06031042]
Nc1nc2cc(Cl)c(Br)cc2o1,"[-10.2703      1.7888436  -5.0390263 ...   0.          0.
   0.       ]",[False False False False  True],[-0.20196769  0.98251399 -0.11736972 -0.8759032   0.31086475]
CCOP(=S)(OC(C)C)ON1C(=O)c2ccccc2C1=O,[-25.35881   11.601688   9.455089 ...   0.         0.         0.      ],[False False False False  True],[ 0.44041002  0.93726573 -0.85460508 -0.69386914  0.25454545]
CCNC1CCCCC1,[12.199543   2.0179608  2.1146152 ...  0.         0.         0.       ],[False False False False  True],[ 0.38642535  0.372482    0.52821554 -0.88994334 -0.0940133 ]
O=C(O)c1ccccc1-c1ccccc1CO,[-9.986069   8.078028  -1.1330059 ...  0.         0.         0.       ],[False False False False  True],[ 0.57383474  0.97669279 -0.92627893  0.16440359 -0.44390244]
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,"[ 2.9737554   1.6630473  -0.09534705 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.42693907 -0.2490648  -0.00151745  1.         -0.01552106]
COCCNC(=O)c1ccc(Nc2ncc3cc(-c4cnccc4C)ccc3n2)cc1,[-31.052414  12.134415  -3.898106 ...   0.         0.         0.      ],[False  True False False False],[-0.43608669  0.84815362 -0.48025605 -0.85045147 -0.07930344]
O=C([O-])Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,[1.8410027  0.40047657 5.397256   ... 0.         0.         0.        ],[False False  True False False],[ 0.20111707  0.98431222 -0.94537178 -0.89677718 -0.38836307]
CN(C)C=CC#N,"[-10.173382   21.057732   -2.3097594 ...   0.          0.
   0.       ]",[False False False False  True],[-0.43208063  0.93645293 -0.94625833 -0.84861624 -0.23902439]
NCCN,[ 7.138385  -4.6766233 -0.470304  ...  0.         0.         0.       ],[False False False False  True],[ 0.50034521  0.98879012 -0.62934002  0.08084395 -0.20665188]
CCCCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,"[-23.11512    19.667118   -4.8739357 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.32799218  0.95275787  0.98145898 -0.82518529  0.08159645]
CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,"[-11.072071    4.4141297  -1.3308494 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.09325509  0.26040112 -0.54767903  0.24796323  0.46563193]
CCCCNC(=S)N(CCCC)CCCC,"[-14.066594     0.24363643 -15.028594   ...   0.           0.
   0.        ]",[False False False False  True],[ 0.51502002  0.9355262  -0.90135425  0.49864216 -0.28159645]
CC1CNCC(C)O1,[-4.3318453  0.0792222  1.971384  ...  0.         0.         0.       ],[False False False False  True],[-0.17820372  0.82338247 -0.85730952 -0.00271569 -0.41507761]
c1ccc2c(c1)Sc1ccccc1N2CCCN1CCOCC1,"[ 7.00901    -0.22655094 -1.3138003  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.08459949  0.93899917 -0.26741959 -0.60578517 -0.01419069]
Cc1cccc(N=NN(C)C)c1,"[-10.462116    9.463213  -10.8163185 ...   0.          0.
   0.       ]",[False False False False  True],[-0.17330005  0.49411415 -0.95759753 -0.90787146  0.08425721]
CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,"[-6.7478905   0.06942177 -1.8539908  ...  0.          0.
  0.        ]",[False  True False False False],[-0.49515693  0.9929099  -0.93212376 -0.65648672 -0.40401261]
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(C(F)(F)F)ccc2Cl)c(C(F)(F)F)c1,[ 28.509882 -10.899721  13.269303 ...   0.         0.         0.      ],[False False False False  True],[ 0.57170799  0.93033376 -0.95635707 -0.4502033   0.4940133 ]
CC(=S)NC[C@H]1CN(c2ccc(-c3nnc(CN)s3)c(F)c2)C(=O)O1,[-0.6192548 -6.670818   6.9087305 ...  0.         0.         0.       ],[ True False False False False],[ 0.33094232  0.52293328 -0.98391081 -0.81046914  0.62003338]
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,[ 8.400549  -6.6054173 11.012661  ...  0.         0.         0.       ],[False False False False  True],[ 0.0427938   1.021326   -0.70103645 -0.91073104  0.14235033]
CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,[ 67.28552  -23.258274  36.44558  ...   0.         0.         0.      ],[False False False False  True],[-0.81310226  0.84525393 -0.77085717 -0.98833513  0.21419069]
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"[-10.33609     3.1049814  -1.7839612 ...   0.          0.
   0.       ]",[False False False False  True],[-0.9651766   0.94231212 -0.00151745 -0.84887809 -0.1827051 ]
COP(=O)(NC(C)=O)SC,[ 26.38696  -10.228441   8.508652 ...   0.         0.         0.      ],[False False False False  True],[ 0.09123594  0.97458583 -0.45768232 -0.78671882 -0.05676275]
CC(=O)NC(N)=S,[ 21.380194 -11.47465   15.41536  ...   0.         0.         0.      ],[False False False False  True],[ 0.28582516  0.3849901  -0.84878064 -0.17177969  0.36674058]
O=C(O)CCC(=O)c1ccc2oc3ccccc3c2c1,"[ 2.7168512  -5.5692744   0.32063723 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.34932026  0.47949071 -0.83615105 -0.94651875 -0.10022173]
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C,[-15.515532   8.673187  -5.093842 ...   0.         0.         0.      ],[False False False False  True],[-0.17844801  0.77172918 -0.86373207 -0.94573369 -0.09356984]
Cc1cc(Cl)cc(O)c1O,[13.421417 22.046194 28.159237 ...  0.        0.        0.      ],[False False False False  True],[ 0.12044744  0.86845183 -0.29454836 -0.6558671  -0.21995565]
CN(C)[Si](CC[Si](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,[31.922646 -9.640252 15.823294 ...  0.        0.        0.      ],[False False False False  True],[-0.34455229  0.60958061 -0.82787266 -0.89594871 -0.04124169]
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,"[ 19.418089  -16.932       4.0755663 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.27151582  0.9868666  -0.94648462 -0.78210058  0.02217295]
CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC3C[NH2+]C(C(=O)N(C)C)C3)C(C)C12,[ 3.9725804 -0.8848462  7.069067  ...  0.         0.         0.       ],[False False  True False False],[ 0.65431596  0.9629261  -0.91198786 -0.53639651  0.02031729]
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F,[ 1.6838613 24.132645  -4.6685567 ...  0.         0.         0.       ],[False  True False False False],[ 0.28819451 -0.65199409 -0.78069043 -0.80548281  0.00271914]
COP(=O)(OC)SC(C)C,[ 8.222131  -6.3404274  8.24502   ...  0.         0.         0.       ],[False False False False  True],[ 0.03842083  0.96966691 -0.42400453  0.41508252  0.30421286]
NC[C@H]1CC[C@H](C(=O)O)CC1,[-4.0104995  1.1331882  6.3277655 ...  0.         0.         0.       ],[False False False  True False],[-0.19057421  0.67248952 -0.93777523 -0.8132442  -0.13510876]
O=CC(O)C(O)C(O)CO,"[-11.170263     0.21247226  -2.837675   ...   0.           0.
   0.        ]",[False False  True False False],[ 0.25306246  0.54005915 -0.93323217 -0.69875828  0.14619034]
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,"[ 0.39412427 -3.3795888   2.4901216  ...  0.          0.
  0.        ]",[ True  True False  True False],[ 0.54390252 -0.416839   -0.4706232  -0.53749739 -0.26757627]
COc1cnc(-c2ccccn2)nc1N1CCCCC1,[-7.6198883  1.0484142  3.8775733 ...  0.         0.         0.       ],[False  True False False False],[ 0.17065081  0.71462334 -0.64658474 -0.08627533 -0.4508815 ]
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,[-8.4443245  4.4181166 -1.2321401 ...  0.         0.         0.       ],[False False False False  True],[-0.12634677  0.98668258 -0.8989936  -0.97820749 -0.31929047]
CCC(CC)NC(=O)c1cn(-c2ccccc2)nc1NS(=O)(=O)c1ccc(C)cc1,"[19.172575   -0.37658763  2.0412421  ...  0.          0.
  0.        ]",[False  True False False False],[ 0.20425189  0.99527326 -0.83437938 -0.45866942 -0.42111505]
CC(C)(C)C1CCC(O)CC1,"[ 10.933211  -17.557764    6.3823295 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.31035134 -0.43777464 -0.70586432 -0.79614519 -0.43237251]
[NH3+]C(C(=O)[O-])C1CC(Cl)=NO1,[-16.634356  12.791712  -7.844885 ...   0.         0.         0.      ],[False False  True False False],[-0.06359714  0.83856271 -0.85128983 -0.40014979 -0.04283588]
O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,[-24.19662   11.025006  -5.927945 ...   0.         0.         0.      ],[False False False False  True],[-0.41819871  0.31597314 -0.91550417 -0.08627533 -0.11263858]
O=c1ncnc2[nH][nH]cc1-2,[-22.329317  19.288465   5.40343  ...   0.         0.         0.      ],[False False False  True False],[-0.1999271   0.0516998  -0.73562702 -0.93858366 -0.20385133]
CC(C)(N)Cc1ccc(Cl)cc1,[13.755126  -7.3525343 -1.5858941 ...  0.         0.         0.       ],[False False False False  True],[-0.32496671  1.00797875 -0.77597669 -0.7071986   0.14190687]
COc1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)ccc1N,"[-10.983314     0.33301544  -1.7909138  ...   0.           0.
   0.        ]",[False  True False False False],[ 0.43338374  0.98404727 -0.93405016  0.16440359  0.01453584]
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,"[-5.361297    5.093868   -0.31254023 ...  0.          0.
  0.        ]",[False False False False  True],[-0.17252545  0.49340943 -0.98223778 -0.95049628 -0.19866962]
CCCCOCC,[17.8667   -9.040918 11.836785 ...  0.        0.        0.      ],[False False False False  True],[-0.20229472  0.89182272 -0.82824423  0.66576144 -0.35831486]
Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12,[ 2.9705505 -9.798936   9.740163  ...  0.         0.         0.       ],[False False False False  True],[-0.93593921  0.97484436 -0.77947943 -0.81581318  0.11751663]
CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,"[-10.6147      -0.56788063   2.2275271  ...   0.           0.
   0.        ]",[False False False False  True],[-0.04558858  0.9723098  -0.33365269 -0.70557679 -0.17250554]
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1,"[-2.7076883   0.64830166 -1.8940773  ...  0.          0.
  0.        ]",[False  True False False False],[ 0.78178334  0.65199409 -0.8165503  -0.80750736  0.31182786]
C=CC1(C)CCC(C(C)(C)O)O1,"[ 11.023582    4.0470147 -19.435726  ...   0.          0.
   0.       ]",[False False False False  True],[-0.12014791  0.52013064 -0.48862873  0.41508252 -0.16674058]
O=c1c2nocc2c(-c2ccccc2)nn1-c1ccccc1,[-1.292608  3.970681 -6.475987 ...  0.        0.        0.      ],[False False False False  True],[ 0.08126004  0.98615463 -0.78967021 -0.08627533 -0.03769401]
NC(=O)CCC(N)C(=O)O,[-1.9467148  0.9271362 -8.246082  ...  0.         0.         0.       ],[False False False False  True],[-0.0323903   0.98086467 -0.06466102 -0.90773652 -0.55698448]
N[C@@H]1CCCN(c2c(Cl)cccc2/C=C2\SC(=O)NC2=O)C1,[-5.185199   1.8698359 -4.7726216 ...  0.         0.         0.       ],[False  True False False False],[ 0.25763392  0.87060561  0.49175103 -0.4459343  -0.1621276 ]
CC1COc2c(C3([NH3+])CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,[-7.7777925 -3.4337106  3.8079126 ...  0.         0.         0.       ],[False False  True False False],[ 0.28337929  0.6941635  -0.79666161 -0.87033883 -0.32483293]
c1cncc(C2=NCCC2)c1,"[-15.439572    3.0463765  -2.4065428 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.38556506  0.82170553 -0.07385177  0.83288072 -0.29002217]
O=C(c1ccccc1)c1ccc(O)cc1O,"[-18.828856   13.858641   -5.0733604 ...   0.          0.
   0.       ]",[False False False False  True],[-0.15782796  0.72469325 -0.94612396 -0.94091761 -0.50997783]
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,[-21.153524   5.896527  -7.795319 ...   0.         0.         0.      ],[False False False  True False],[-0.18283475  0.55934509 -0.74448439 -0.47900564  0.03227507]
CCC1NC(=O)c2cc(N)ccc2O1,[ 14.145272 -10.002584   9.47625  ...   0.         0.         0.      ],[False False False False  True],[ 0.08385845  0.92856204 -0.70382485 -0.73805779 -0.23902439]
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)OC)c1CC(C)C,[-28.448305   9.223763 -10.368733 ...   0.         0.         0.      ],[False False False False  True],[-0.53084325  0.8924322   0.1198786  -0.95394178 -0.05809313]
CCCCOC(=S)SC(=S)OCCCC,[0.8780198 2.3432493 1.1551743 ... 0.        0.        0.       ],[False False False False  True],[ 0.4954904   0.92868568 -0.24430956 -0.30010521 -0.11840355]
Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CC3CCCC3C2)cc1,"[-13.975226    4.3706493  -3.7557654 ...   0.          0.
   0.       ]",[False False  True False False],[ 0.40003269 -0.36720827 -0.87253414 -0.41853777  0.16019865]
CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,[6.9195614 2.0976443 7.400202  ... 0.        0.        0.       ],[False False False False  True],[-0.41764416  0.93577581 -0.33351084 -0.89431407  0.14988914]
