Drug,Caco2_Wang,PPBR_AZ,VDss_Lombardo,Half_Life_Obach,LD50_Zhu
O=CCCCC=O,,,,,2.873
O=P(O)(O)CN(CC(O)CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,,,,,2.035
COc1ccc2c(c1)C(=O)C(=O)N2CC1COc2ccccc2O1,,99.34,,,
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],,,,,2.352
CNC(=O)ON=C1CSCS1,,,,,4.17
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,,82.72,0.67,,
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,,51.73,1.9,45.0,
Cc1nn(-c2ccccc2)c(NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C,,98.51,,,
FC(F)(F)C(Cl)(Cl)C(F)(F)Cl,,,,,1.199
CC1COn2c1nc1ccccc1c2=O,,,,,2.4219999999999997
CCOc1ccccc1OC(c1ccccc1)C1C[NH2+]CCO1,,,0.65,,
CC(=O)SCC(=O)Nc1nc2ccccc2s1,,,,,2.823
CNC(=O)c1cnn(C(C)(C)C)c1C#N,,,,,2.721
CCN(CCNC(=O)SCC(C)C)C(=O)SCC(C)C,,,,,2.073
CN1CSC(=S)N(C)C1,,,,,2.705
CC(C)CC(=O)O,,,,,1.7080000000000002
FCCOC(Cl)C(Cl)(Cl)Cl,,,,,4.106
COc1ccc2c(c1)c(CC(=O)Oc1cccc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,,,,,3.66
Cc1ccc(CCOC(=O)c2cccnc2)cc1,,,,,1.838
OCC(O)CO,-4.829999900000002,,,,0.8640000000000001
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],,,,,1.7280000000000002
CCC/C=C\CC/C=C/C=C/C(=O)NCC(C)C,-4.6989698,,,,
COCCCOc1ccc(-c2nccc(-c3cc4c([nH]3)C3(CCCNC3)CNC4=O)n2)cn1,-5.380000099999998,,,,
CNC(=O)Oc1ccccc1C1OCC(C)(C)O1,,,,,3.359
N=C(N)NC(=N)NCCc1ccccc1,,,,,2.499
NCCNCc1ccccc1O,,,,,1.652
O=C(CCCc1ccc2cccnc2n1)NCc1cc(-c2ccc(F)c(C(F)(F)F)c2)no1,,99.91,,,
COc1ccc(CC[NH+](C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,,,1.75,,
CNC(=O)ON=C1SCCSC1C,,,,,5.001
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,-4.52,99.91,,,
NCC(O)c1cccc(O)c1,,,,,2.594
CC1CC(O)CC(C)(C)C1,,,,,1.641
CC(C)NCC(O)COc1ccc(NC=O)cc1,-5.4279842,,,,
Cc1cc(C)c(C)c(C)c1,,,,,1.415
CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,,,,,3.3560000000000003
O=C(O)c1c(O)cccc1C=NOCc1ccc(Cl)cc1,,,,,2.475
c1ccc2c(c1)CC(N1CCN(c3cccc4c3OCCO4)CC1)C2,,97.38,,,
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,,,,,2.803
CCN1C(=NP(=O)(OC)SC)OCC1C,,,,,2.504
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],,,0.22,,
CN(C)C#N,,,,,2.681
C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,,,,,1.751
O=C1CCCCC1,,,,,1.806
CC1CC(=O)NN=C1c1ccc([N-]N=C(C#N)C#N)cc1,,,0.24,,
C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,,12.0,,
CN1CCOC(c2ccccc2)c2ccccc2C1,,,,5.0,
Fc1cc2nc(C(F)(F)F)[nH]c2cc1Cl,,,,,4.44
O=C(O)COC(C(=O)O)C(=O)O,,,,,1.694
CCCCC=C1CCCCC1=O,,,,,1.5219999999999998
COCCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,,60.77,,,
CCCN(CCC)c1c([N+](=O)[O-])cc(C)cc1[N+](=O)[O-],,,,,1.893
N=C(N)c1ccc2[nH]c(-c3ccccn3)nc2c1,-6.4699998,,,,
COC(C=Cc1ccccc1)OC,,,,,1.683
Cc1cccc(C)c1Nc1ncccc1C(=O)O,,,,,5.023
O=C(O)CS,,,,,2.907
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,,,,31.0,
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,,,,,1.59
CCOC(C1=NCC(CC)(CC)CN1)c1cccc(Cl)c1,,,,,3.448
CCOC(=O)C(SP(=O)(OC)OC)c1ccccc1,,,,,3.684
Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O,,99.64,,,
CC(C)Cc1ccc(C(C)C(=O)O)cc1,,,,1.6,2.511
CN(C)N=Nc1ccc(Br)cc1,,,,,2.732
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,,,,1.6,
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,,,,,3.208
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,,,0.13,,
Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],,,0.64,,
COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN1CCOCC1,,92.16,,,
O=C1C(Cl)=C(Cl)C(Cl)(Cl)C1(Cl)Cl,,,,,3.21
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,,88.82,,,
CC(C)CCCC(C)N,,,,,2.381
COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,,,,,2.7880000000000003
CC(C)CC(=O)CC1(C)CCC(c2ccoc2)O1,,,,,2.8539999999999996
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,,98.44,,,
CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,,88.35,,,
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,,,,,3.395
O=Cc1ccncc1,-4.1805572999999985,,,,
CC(=O)NCCO,,,,,0.583
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,,,,6.0,
Cc1ccc(C=O)cc1,,,,,1.876
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,,,,,2.565
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,,96.65,,,
OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-6.5364394,,,,
CC(=O)N[C@H](C)C(=O)NCCc1ccccc1,-4.6095328,,,,
Cc1nccn1-c1sc(Nc2cnccn2)nc1-c1cccc(C#N)c1,,95.63,,,
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,,,,2.6,
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2-c2ccccc2)cc1,,99.86,,,
CCC1(c2ccccc2)NC(=O)N(C)C1=O,,,,,2.41
CC(c1cccnc1F)c1c(CC[NH+](C)[14CH3])sc2ccccc12,,,5.73,,
Cc1noc(C)c1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,,92.48,,,
NCCCCCCN,,,,,2.19
CCOC(=O)c1ccc(N)cc1,,,,,1.735
CC(C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(=O)NCCF,-5.8000002,,,,
CCOP(=S)(CC)Sc1ccc(C(C)(C)C)cc1,,,,,3.3310000000000004
COC(=O)Nc1nc2cc(Oc3ccc4[nH]c(NC(=O)OC)nc4c3)ccc2[nH]1,,,,,3.2969999999999997
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,,98.4,,,
Oc1c(Cl)c(Cl)cc(Cl)c1Cc1c(Cl)cc(Cl)c(Cl)c1O,,,,,3.609
COCCO[Si](CCCl)(OCCOC)OCCOC,,,,,2.557
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,,34.42,,5.1,
CCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,,,,,2.357
O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,,,,0.78,
CCc1cc2c(cc1CC)CC([NH2+]CC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,,,19.4,,
C=C[Si](OC)(OC)OC,,,,,1.118
COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1I,,95.33,,,
O=C1c2ccccc2C(=O)c2c(Nc3ccc(Oc4ccc(S(=O)(=O)O)cc4)cc3)ccc(Nc3ccc(Oc4ccc(S(=O)(=O)O)cc4)cc3)c21,,,,,1.934
CCC1(OC(C)=O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,,,,2.807
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,,,,,3.056
NC(CO)(CO)CO,,,,,1.3119999999999998
O=C(Nc1ccc(CN2CCNCC2)cc1-c1nc2ccccc2[nH]1)c1cnc2ccccc2n1,,99.91,,,
CC(C)OP(=S)(OC(C)C)SCn1nc(-c2ccccc2)ccc1=O,,,,,1.202
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,,,,,1.15
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,99.31,,29.0,
O=NN(CCCl)C(=O)NC1CCCCC1,,,,,3.5239999999999996
O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1,,,,,2.748
CC1Oc2ccccc2CC1N(C)C,,,,,2.372
O=C=NCCCCCCNC(=O)N(CCCCCCN=C=O)C(=O)NCCCCCCN=C=O,,,,,1.383
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,,95.43,,,
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,,,,,2.359
CN(C)CCOC(=O)COc1ccc(Cl)cc1,,,,,1.996
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,-4.8099742,,,8.6,
CCCCCC(=O)NP(=O)(OC)SC,,,,,3.981
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F,,71.99,,,
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,,,,16.0,
CCSC(=O)COc1ccc(Cl)cc1C,,,,,2.491
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,,99.91,,,
COC(=O)CCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,,,1.2,,
CCN(CCO)CCO,,,,,1.465
COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,97.38,,,
CNC(=S)C=Cc1ccc2c(c1)OCO2,,,,,2.983
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,,,,,2.642
COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c2ncc(F)cn2)n1,,89.7,,,
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CC2CCNCC2)ccc1Cl,,91.28,,,
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,,,,9.5,
Clc1cc(Cl)c(Cl)c(Cl)c1,,,,,2.097
COc1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,,,,,3.986
CC[C@H]1[C@@H]2C[C@@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@@H]5O)N3[C@@H]1O,-4.9387093,,,,
O=C(OOC(=O)c1ccccc1)c1ccccc1,,,,,1.497
N#Cc1cc([N+](=O)[O-])ccc1Cl,,,,,1.756
CC(C)NNC(=O)c1ccncc1,,,,,2.6910000000000003
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12,,,,1.7,
Cc1cccc(N2CCN(CCC(O)c3ccc4c(c3)CCC(=O)N4)CC2)c1C,,,,,2.8960000000000004
CCCCOCCOCCOC(=O)c1ccccc1C(=O)OCCOCCOCCCC,,,,,1.671
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,3.178
CCCCCCCCCCCC=O,,,,,0.904
O=[N+]([O-])c1cc(I)c(O)c(I)c1,,,,,3.362
CNC(=O)OCc1ccc(Cl)c(Cl)c1,,,,,2.0980000000000003
Cc1cc(Cl)ccc1N=CN(C)C,,,,,3.09
CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,,,,,2.345
CN(C)N=C1SC(=NOC(=O)N(C)SC(Cl)(Cl)Cl)C(C)(C)S1,,,,,5.085
O=c1[nH]c2ccc(Br)cc2o1,,,,,2.33
Cc1ccc(CC(C)N)cc1,,,,,2.998
Nc1ccccn1,,,,,2.673
CC[NH+](CC)CCNC(=O)c1ccc(NC(C)=O)cc1,,,1.9,,
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C([O-])C([NH+](C)C)C3C(O)C21,,,0.69,,
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,-6.3600001,,,,
COC(=O)c1ccccc1O,,,,,2.234
COc1ccc(CCl)cc1OC,,,,,1.599
C[C@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,,,,49.0,
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-5.4109998,,,,1.766
Cc1cc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)ccn1,,23.19,,,
CCOP(=S)(CC)Sc1ccc(Cl)c(C)c1,,,,,3.67
COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,-5.420000099999998,,,,
CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,,48.27,,,
CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,,99.58,,,
S=C=Nc1cccc2ccccc12,,,,,2.967
CC(C)C(=O)OCc1ccccc1,,,,,1.796
CNC(=O)C(C)SCCSP(=O)(OC)OC,,,,,3.652
C=CC(=O)OCCCC,,,,,2.154
COP(=O)(OC)Oc1ccc(SC)cc1,,,,,4.55
CC(=Nc1c(I)cc(I)c(C(=O)NCC(C)C(=O)O)c1I)N1CCOCC1,,,,,1.676
C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@@H](C)N(C)C1=O,-5.3000002,,,,
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,,,,,2.354
CCCCCl,,,,,1.54
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,,,,,3.25
CNC(=O)ON=C1SCSC1C,,,,,5.37
O=CC1=CCCCC1,,,,,2.021
CCCOC(=O)OOC(=O)OCCC,,,,,1.783
CCOP(=S)(OCC)OCCS(=O)(=O)CC,,,,,3.509
Cc1cc(=O)[nH]c(=O)[nH]1,,,,,0.291
CCCCNC(=S)N(CCCC)CCCC,,,,,1.911
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCO,,98.21,,,
CNc1snc2ccccc12,,,,,2.613
CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],,,,,2.92
CC(O)CC(C)(C)O,,,,,1.504
COCCc1ccccc1,,,,,1.521
Nc1ncnc(Nc2cccc(Cl)c2)n1,,,,,2.744
CCCNC(=N)C(OCC)c1ccccc1,,,,,2.619
CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,,,0.04,,
c1cc(-c2ccc3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3c2)ccn1,,97.2,,,
CCCCCCCCOP(OCC(CC)CCCC)Oc1ccccc1,,,,,1.7380000000000002
c1nc[nH]n1,,,,,1.596
CC[N+](C)(C)c1cccc(O)c1.[Br-],,,,1.8,
CN(N=O)C(=N)N[N+](=O)[O-],,,,,3.213
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,,,,,3.263
Cc1ccc(C(F)(F)CNc2ccc(C#N)c(CC(=O)NCCONC(=N)N)c2F)nc1,-6.188375,,,,
Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,,94.06,,,
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,,95.63,,,
CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,,86.85,,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC[NH+]1CCOCC1,,,23.0,,
CCC(C)CC(CC)Nc1ccc(NC(CC)CC(C)CC)cc1,,,,,2.142
CCOP(=S)(OCC)Oc1cc(Cl)c(I)cc1Cl,,,,,3.498
N#CCCOCCCCOCCC#N,,,,,1.6909999999999998
O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,,,,,2.063
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,,,,0.68,
COCCNc1nc(NCc2ccccc2F)c2sccc2n1,,97.2,,,
CCOCCOCCO,,,,,1.3869999999999998
CCC[C@H](NC(=O)C1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,-5.3200002,,,,
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,,,,,1.659
CC(=O)CC(=O)Nc1ccc(C)cc1C,,,,,1.835
CCN(CC)C(O)c1c(C)[nH]n(-c2ccccc2)c1=O,,,,,2.571
C[C@@H](NC1=CC(=O)CNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,96.42,,,
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,,,,,2.14
SCCc1cnccn1,,,,,2.948
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,,0.16,,
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,,,,,3.664
Nc1cc(Cl)c(N)c(Cl)c1,,,,,2.403
CCC1CCCC(CC)C1N,,,,,2.995
O=[N+]([O-])c1ccc(C=NO)cc1,,,,,2.965
CCOc1ccccc1N1CCN(CCCCc2ccc3c(c2)CCC(=O)N3)CC1,,,,,2.911
CCSCCCl,,,,,2.694
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,,,0.67,,1.749
CCCSC(=O)Cl,,,,,2.089
CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(OC)c1OC,,45.98,,,
CCCCCCCC(=O)Oc1ccc(C)cc1,,,,,2.166
Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)NS(C)(=O)=O)CC3)cc2)nc1C(N)=O,,89.05,,,
C=C(C)C(=O)OCC(C)O,,,,,1.11
CCNC(C)Cc1cccc(C(F)(F)F)c1,,,,,3.25
CNC(=O)Oc1ccc(C)c(C)c1C,,,,,2.784
COc1ccc(-c2cc(O)nc(N)n2)cc1C#N,,87.37,,,
O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,,,,,3.406
CNCCC=C1c2ccccc2CCc2ccccc21,,86.85,,30.0,2.72
O=CNC(N1CCOCC1)C(Cl)(Cl)Cl,,,,,2.4219999999999997
CCOC(=O)C(Br)CBr,,,,,3.035
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,,,,,2.966
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=CCSC12)c1csc(N)n1,,,0.2,,
Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2,-4.6799998,,,,
C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C([O-])=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,,,1.3,,
CC1C(=O)CC2(C(C)C)CC12,,,,,2.484
CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,,,,,2.867
C=CC=CC=CCCCCC,,,,,1.298
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(/C=C/C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,-4.6493707,,,,
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,,99.8,,,
FC(F)(F)c1ccccc1,,,,,0.989
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,,71.05,,6.5,2.9730000000000003
CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,,,0.32,,
CCN(C)CCC(CC=C(C)C)(C(N)=O)c1cccc2ccccc12,,,,,3.678
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,,95.91,,,
CCCSP(=O)(OC)SCCC,,,,,4.526
S=C1SSC2=NCCN12,,,,,2.6660000000000004
CCOCC(C)O,,,,,1.374
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,,,,,3.85
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,,22.79,,2.4,2.559
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cc(F)c(F)c(F)c3)cc21,-4.329999900000002,,,,
O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1,-4.7399998,,,,
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,,92.16,,,
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,,,,,1.725
c1ccc(N(CC2CO2)CC2CO2)cc1,,,,,2.103
CC1=C[C@@H]2O[C@@H]3[C@@H](O)C[C@](C)([C@]34CO4)[C@]2(CO)[C@@H](O)C1=O,-5.3005152,,,,
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,,47.12,,,
CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl,,99.71,,,
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,,,,,5.513
CCCCOc1cccc(NC(=O)OCCN2CCCC2)c1,-4.5900002,,,,
COc1cc(Nc2nc3c(c(COC4CCCC4)n2)COCC3)ccc1-n1cnc(C)c1,,99.01,,,
COCC(=O)NP(=O)(OC)SC,,,,,3.028
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,,,,,2.194
Clc1cccc(N2CCNCC2)c1,,,,4.7,
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,-4.96,,,,
CNC(=O)c1snnc1-c1ccccc1,,43.7,,,
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,,,,,2.5810000000000004
CC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(C)=O,,,,,2.1919999999999997
ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1,,,,,2.62
CC=CCOC(CC)OCC=CC,,,,,1.935
CCOP(=S)(OCC)Sc1nc(C)cc(C)n1,,,,,3.695
CCc1cccc(C)c1N,,,,,2.184
CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,,99.51,,,
CCOc1ccc(-c2ccccc2)cc1CN1CCCC1,,,,,3.972
Nc1ccc(N=Nc2ccccc2)c(N)c1,,,,,2.109
C[NH+](C)CC(c1ccc(O)cc1)C1(O)CCCCC1,,,3.5,,
CN(C)C(=O)C=Cc1ccc2c(c1)OCO2,,,,,3.472
Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,-4.9099998,,,,
CCOP(=S)(OCC)Oc1ccc(N=C=S)cc1,,,,,3.082
COC(=O)Cc1cccc2ccccc12,,,,,2.023
O=P([O-])([O-])C(O)(Cn1ccnc1)P(=O)([O-])O,,,0.6,,
O=CC1CC=CCC1,,,,,1.651
C[C@H]1C(=O)N[C@H](C)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N1C,-5.3000002,,,,
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],,,0.11,,
CN1CCN(CCCCCCCCNC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)CC1,,,,,4.231
CC=CCl,,,,,1.594
CN(C)C(=O)c1ccccc1O,,,,,1.856
CCOP(=S)(Oc1cnn(C)c(=O)c1Cl)OC(C)C,,,,,3.4610000000000003
CO[C@@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NCc1ccc2c(n1)NC(=O)CO2,,72.45,,,
NCCOCCO,,,,,1.269
Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C,,83.04,,,
C=C[Si](Cl)(Cl)CC,,,,,1.739
CCOc1ccccc1N1CCN(CC=Cc2ccc3c(c2)CCC(=O)N3)CC1,,,,,2.8939999999999997
O=c1nc(O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-6.0999999,,,,
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-4.460681,99.68,,1.4,3.676
CCCCCOP(=O)(OCCCCC)OCCCCC,,,,,1.12
CCOC(=O)C=Cc1ccc2c(c1)OCO2,,,,,2.366
CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O,,,,,4.78
CC(Br)(CCl)CBr,,,,,2.506
CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,,,,,1.474
